problem_ID,problem_set_ID,question,filename,q_len
320,24,"Construction a line perpendicular to $\overleftrightarrow{AB}$ through the point $P$. \vspace{5cm}
      \begin{center}
      \begin{tikzpicture}
        \draw [<->, thick] (0,0)--(9,0);
        \draw [fill] (1,0) circle [radius=0.05] node[below]{$A$};
        \draw [fill] (6,0) circle [radius=0.05] node[below]{$B$};
        \draw [fill] (4,0) circle [radius=0.05] node[below]{$P$};
      \end{tikzpicture}
      \end{center} \vspace{4cm}
    
",2-6DN_Distance+Perimeter.tex,446
376,32,"Find the area of $\triangle CAT$. The altitude $h$ of the triangle is 4.9 centimeters and the base $CA=9.3$ cm.\\[0.5cm]
\begin{tikzpicture}[scale=1, rotate=15]
  \draw [thick]
    (2,0)node[below]{$C$}--
    (8,0)node[below]{$A$}--
    (4,3)node[above]{$T$} --(2,0);
 \draw [dashed] (4,0)--(4,3);
 \draw (4,0)++(0.3,0)--++(0,0.3)--+(-0.3,0);
 \node at (4,1.2)[right]{$h=4.9$};
 \node at (5,-0.2)[below]{$9.3$};
\end{tikzpicture} \vspace{1.0cm}

",2-9Exam_area-distance.tex,446
370,31,"Given that the area of $\triangle KLM$ is $81 \frac{1}{4}$ and the base $KL=20$. Find the altitude $h$ of the triangle.\\[0.5cm]
\begin{tikzpicture}[scale=1]
  \draw [thick]
    (-5,0)node[below]{$K$}--
    (3,0)node[below]{$L$}--
    (-3,2.5)node[above]{$M$} --(-5,0);
 \draw [dashed] (-3,0)--(-3,2.5);
 \draw (-3,0)++(0.3,0)--++(0,0.3)--+(-0.3,0);
 \node at (-3,1)[right]{$h=?$};
 \node at (-1,0)[below]{$20$};
\end{tikzpicture} \vspace{1.0cm}

",2-8HW_Parameter-solving.tex,447
353,29,"Find the area of $\triangle ABC$. The altitude $h$ of the triangle is 3.15 centimeters and the base $AB=7.8$ cm.\\[0.5cm]
\begin{tikzpicture}[scale=1, rotate=20]
  \draw [thick]
    (2,0)node[below]{$A$}--
    (8,0)node[below]{$B$}--
    (4,3)node[above]{$C$} --(2,0);
 \draw [dashed] (4,0)--(4,3);
 \draw (4,0)++(0.3,0)--++(0,0.3)--+(-0.3,0);
 \node at (4,1.2)[right]{$h=3.15$};
 \node at (5,-0.2)[below]{$7.8$};
\end{tikzpicture} \vspace{1.0cm}

",2-7Pretest_areas+numberlines.tex,448
321,25,"Construction a line perpendicular to $\overleftrightarrow{EF}$ through the point $G$. \vspace{5cm}
      \begin{center}
      \begin{tikzpicture}
        \draw [<->, thick] (0,0)--(10,0);
        \draw [fill] (1,0) circle [radius=0.05] node[below]{$E$};
        \draw [fill] (8,0) circle [radius=0.05] node[below]{$F$};
        \draw [fill] (5,1) circle [radius=0.05] node[below right]{$G$};
      \end{tikzpicture}
      \end{center} \vspace{4cm}

",2-6HW_Compound-shapes.tex,449
71,6,"Write down the name of two line segments shown in the diagram below using proper geometric notation.
  \begin{center}
  \begin{tikzpicture}[scale=0.7]
    \draw [->, thick] (0,0)--(4,4);
    \draw [->, thick] (3,3)--(3,-1);
    \draw [fill] (0,0) circle [radius=0.05] node[left]{$R$};
    \draw [fill] (3,3) circle [radius=0.05] node[above left]{$S$};
    \draw [fill] (3,0) circle [radius=0.05] node[right]{$T$};
  \end{tikzpicture}
  \end{center}

",1-4HW-Intro.tex,450
1240,82,"Given isosceles $\triangle TUV$ with $\overline{TU} \cong \overline{UV}$ and $m\angle U = 50$. Mark the triangle in the diagram and find $m\angle U$ and $m\angle V$.
  \begin{flushright}
    (\emph{the diagram is not to scale})\\
  \begin{tikzpicture}[scale=0.8]
    \draw [thick](0,0)--(4,0)--(2,3.5)--(0,0);
    \node at (0,0) [left]{$T$};
    \node at (4,0) [right]{$U$};
    \node at (2,3.5) [right]{$V$};
  \end{tikzpicture}
  \end{flushright}

",6-3CW_Absense-packet.tex,450
801,57,"Given isosceles $\triangle TUV$ with $\overline{TU} \cong \overline{UV}$ and $m\angle T = 55$. Mark the triangle in the diagram and find $m\angle U$ and $m\angle V$.
  \begin{flushright}
    (\emph{the diagram is not to scale})\\
  \begin{tikzpicture}[scale=0.8]
    \draw [thick](0,0)--(4,0)--(2,3.5)--(0,0);
    \node at (0,0) [left]{$T$};
    \node at (4,0) [right]{$U$};
    \node at (2,3.5) [right]{$V$};
  \end{tikzpicture}
  \end{flushright}

",5-11bExam_Transformations.tex,450
2244,159,"Draw the line of reflection for quadrilaterals in the diagram below.
    \begin{center}
    \begin{tikzpicture}[scale=.48]
      %\draw [help lines] (-10,-7) grid (10,7);
      \draw [thick, <->] (-4.4,0) -- (8.4,0) node [right] {$x$};
      \draw [thick, <->] (0,-2.4)--(0,7.4) node [above] {$y$};  
      \draw [thick](5,1)--(6,4)--(8,5)--(4,5)--cycle;  
      \draw [thick](-1,1)--(-2,4)--(-4,5)--(0,5)--cycle;
    \end{tikzpicture}
  \end{center}

",9-5bExam-transformations.tex,452
58,6,"Given $\triangle ABC$ with $\overline{AC} \cong \overline{BC}$. On the diagram mark the congruent line segments with tick marks.
  \begin{center}
  \begin{tikzpicture}[scale=0.5]
    \draw [thick](0,0)--(8,0)--(4,3)--(0,0);
    \draw [fill] (0,0) circle [radius=0.05] node[below]{$A$};
    \draw [fill] (8,0) circle [radius=0.05] node[below]{$B$};
    \draw [fill] (4,3) circle [radius=0.05] node[above right]{$C$};
  \end{tikzpicture}
  \end{center}

",1-4HW-Intro.tex,452
163,7,"Given $\triangle ABC$ with $\overline{AC} \cong \overline{BC}$. On the diagram mark the congruent line segments with tick marks.
  \begin{center}
  \begin{tikzpicture}[scale=0.5]
    \draw [thick](0,0)--(8,0)--(4,3)--(0,0);
    \draw [fill] (0,0) circle [radius=0.05] node[below]{$A$};
    \draw [fill] (8,0) circle [radius=0.05] node[below]{$B$};
    \draw [fill] (4,3) circle [radius=0.05] node[above right]{$C$};
  \end{tikzpicture}
  \end{center}

",1-4HW_Segment-addition.tex,452
191,9,"Given $\triangle JKL$ with $\overline{JK} \cong \overline{KL}$. On the diagram mark the congruent line segments with tick marks.
  \begin{center}
  \begin{tikzpicture}[scale=0.5]
    \draw [thick](0,0)--(9,0)--(4,8)--(0,0);
    \draw [fill] (0,0) circle [radius=0.05] node[below]{$J$};
    \draw [fill] (9,0) circle [radius=0.05] node[below]{$K$};
    \draw [fill] (4,8) circle [radius=0.05] node[above right]{$L$};
  \end{tikzpicture}
  \end{center}

",1-5HW_Pretest-segments-intro.tex,452
96,6,"Given $\triangle STU$ with $\overline{SU} \cong \overline{TU}$. On the diagram mark the congruent line segments with tick marks.
  \begin{center}
  \begin{tikzpicture}[scale=0.3]
    \draw [thick](0,0)--(8,0)--(4,8)--(0,0);
    \draw [fill] (0,0) circle [radius=0.05] node[below]{$S$};
    \draw [fill] (8,0) circle [radius=0.05] node[below]{$T$};
    \draw [fill] (4,8) circle [radius=0.05] node[above right]{$U$};
  \end{tikzpicture}
  \end{center}

",1-4HW-Intro.tex,452
1905,133,"On the graph below, draw $\overline{AB}$, with $A(5,3)$ and $B(-1,-3)$, labeling the end points. Determine and state the coordinates of the midpoint $M$ of $\overline{AB}$ and mark and label it on the graph.\\
  \begin{tikzpicture}[scale=.635]
    \draw [help lines] (-3,-2) grid (8,7);
    \draw [thick, ->] (-3.2,0) -- (8.4,0) node [below right] {$x$};
    \draw [thick, ->] (0,-2.2)--(0,7.4) node [left] {$y$};
  \end{tikzpicture}
  \vspace{0.5cm}

",8-3CW_Circle-terminology.tex,452
119,6,"Given $\triangle STU$ with $\overline{SU} \cong \overline{ST}$. On the diagram mark the congruent line segments with tick marks.
  \begin{center}
  \begin{tikzpicture}[scale=0.3]
    \draw [thick](0,0)--(9,0)--(4,8)--(0,0);
    \draw [fill] (0,0) circle [radius=0.05] node[below]{$S$};
    \draw [fill] (9,0) circle [radius=0.05] node[below]{$T$};
    \draw [fill] (4,8) circle [radius=0.05] node[above right]{$U$};
  \end{tikzpicture}
  \end{center}

",1-4HW-Intro.tex,452
1044,75,"Given isosceles $\triangle RSU$ with $\overline{UR} \cong \overline{RS}$. If $m\angle UST=130$ find $m\angle U$. \\ (\emph{the diagram is not to scale})
  \begin{flushright}
  \begin{tikzpicture}[scale=0.8]
    %\draw [->, thick] (0,0)--(5,5);
    \draw [<-, thick] (8,0)--
      (7,0) node[below]{$T$}--
      (0.5,0) node[below]{$R$}--
      (3,3) node[above]{$U$}--
      (5,0) node[below]{$S$};
  \end{tikzpicture}
  \end{flushright} \vspace{1cm}

",6-11DN_Transformations.tex,452
1661,117,"The line $l$ has the equation $y=\frac{3}{2}x+5$. To each line below, circle whether $l$ is parallel, perpendicular, or neither.
  \begin{enumerate}
    \item parallel \quad perpendicular \quad neither \qquad $y=\frac{3}{2}x-2$
    \vspace{0.5cm}
    \item parallel \quad perpendicular \quad neither \qquad $y=\frac{2}{3}x+7$
    \vspace{0.5cm}
    \item parallel \quad perpendicular \quad neither \qquad $3x-2y=-6$
    \vspace{2cm}
  \end{enumerate}

",7-7bExam-Similarity.tex,452
148,6,"Given $\triangle STU$ with $\overline{ST} \cong \overline{TU}$. On the diagram mark the congruent line segments with tick marks.
  \begin{center}
  \begin{tikzpicture}[scale=0.3]
    \draw [thick](0,0)--(9,0)--(4,8)--(0,0);
    \draw [fill] (0,0) circle [radius=0.05] node[below]{$S$};
    \draw [fill] (9,0) circle [radius=0.05] node[below]{$T$};
    \draw [fill] (4,8) circle [radius=0.05] node[above right]{$U$};
  \end{tikzpicture}
  \end{center}

",1-4HW-Intro.tex,452
642,47,"The point $K$ is the midpoint of $\overline{JL}$, $JK=3x+15$, and $JL=9x+9$. Find $x$.  \vspace{1cm}
  \begin{flushright}
    \begin{tikzpicture}
      \draw [-, thick] (0,0) node[below]{$J$}--
      (3,0) node[below]{$K$}--
      (6,0) node[below]{$L$};
      \draw [fill] (0,0) circle [radius=0.05];
      \draw [fill] (3,0) circle [radius=0.05];
      \draw [fill] (6,0) circle [radius=0.05];
    \end{tikzpicture}
    \end{flushright} \vspace{2cm}

",4-11Exam_Transversals.tex,453
847,61,"Kevin’s room at home is 25\% longer and 25\% wider than his college dorm room.
\begin{enumerate}
  \item How many carpet tiles would cover his bedroom floor at home?\\*[4cm] Are 25\% more tiles required? Why or why not. \vspace{4cm}
  \item How many gallons of paint would he need to paint that room? \vspace{4cm}
  \item With the same air conditioner, how long would it take to reduce the temperature of the room at home by 7 degrees?
\end{enumerate}

",5-3DN_area-units.tex,453
930,70,"The point $K$ is the midpoint of $\overline{JL}$, $JK=3x+15$, and $JL=9x+9$. Find $x$.  \vspace{1cm}
  \begin{flushright}
    \begin{tikzpicture}
      \draw [-, thick] (0,0) node[below]{$J$}--
      (3,0) node[below]{$K$}--
      (6,0) node[below]{$L$};
      \draw [fill] (0,0) circle [radius=0.05];
      \draw [fill] (3,0) circle [radius=0.05];
      \draw [fill] (6,0) circle [radius=0.05];
    \end{tikzpicture}
    \end{flushright} \vspace{2cm}

",5-9PreExam_Transformations.tex,453
1199,80,"Given $\triangle ABP \sim \triangle JKP$ as shown below. $AB=9.6$, $AP=12.0$, $BP=6.3$, and $JK=16.0$. Find $JP$. \hfill (3 stars)
  \begin{flushright}
  \begin{tikzpicture}[scale=1.4]
      \draw [thick]
        (-0.25,-1)node[below left]{$B$}--
        (0.5,2)node[left]{$K$}--
        (4,0)node[below left]{$J$}--
        (0,0)node[above left]{$P$}--
        (-2,0)node[left]{$A$}--cycle;
    \end{tikzpicture}
    \end{flushright}
    \vspace{2cm}

",6-12bExam-Analytic-geometry.tex,453
966,71,"The point $K$ is the midpoint of $\overline{JL}$, $JK=3x+15$, and $JL=9x+9$. Find $x$.  \vspace{1cm}
  \begin{flushright}
    \begin{tikzpicture}
      \draw [-, thick] (0,0) node[below]{$J$}--
      (3,0) node[below]{$K$}--
      (6,0) node[below]{$L$};
      \draw [fill] (0,0) circle [radius=0.05];
      \draw [fill] (3,0) circle [radius=0.05];
      \draw [fill] (6,0) circle [radius=0.05];
    \end{tikzpicture}
    \end{flushright} \vspace{2cm}

",5-9bDN_Multi-step.tex,453
1217,82,"The point $K$ is the midpoint of $\overline{JL}$, $JK=3x+15$, and $JL=9x+9$. Find $x$.  \vspace{1cm}
  \begin{flushright}
    \begin{tikzpicture}
      \draw [-, thick] (0,0) node[below]{$J$}--
      (3,0) node[below]{$K$}--
      (6,0) node[below]{$L$};
      \draw [fill] (0,0) circle [radius=0.05];
      \draw [fill] (3,0) circle [radius=0.05];
      \draw [fill] (6,0) circle [radius=0.05];
    \end{tikzpicture}
    \end{flushright} \vspace{2cm}

",6-3CW_Absense-packet.tex,453
2196,154,"On the graph below, draw $\overline{AB}$, with $A(-2,1)$ and $B(6,3)$, labeling the end points. Determine and state the coordinates of the midpoint $M$ of $\overline{AB}$ and mark and label it on the graph.\\
      \begin{tikzpicture}[scale=.635]
        \draw [help lines] (-3,-2) grid (8,6);
        \draw [thick, ->] (-3.2,0) -- (8.4,0) node [below right] {$x$};
        \draw [thick, ->] (0,-2.2)--(0,6.4) node [left] {$y$};
      \end{tikzpicture}

",9-3bHW_Transformations.tex,454
757,56,"Given $\triangle ABP \sim \triangle JKP$ as shown below. $AB=11.2$, $AP=8.9$, $BP=5.0$, and $JK=22.4$. Find $JP$.
  \begin{flushright}
    \begin{tikzpicture}[scale=1.2]
        \draw [thick]
          (-0.25,-1)node[below left]{$B$}--
          (0.5,2)node[left]{$K$}--
          (4,0)node[below left]{$J$}--
          (0,0)node[above left]{$P$}--
          (-2,0)node[left]{$A$}--cycle;
      \end{tikzpicture}
      \end{flushright}
      \vspace{2cm}

",5-11Exam_Transformations.tex,456
115,6,"Identify two rays in the given plane.\\[0.25in]
  \begin{tikzpicture}[scale=0.8]
    \draw [thick](0,0) node[above right]{$\ m$} --(6,0)--(8,4)--(2,4)--(0,0);
    \draw [<->, thick] (1,1)--(6,3);
    \draw [fill] (3.5,2) circle [radius=0.05] node[below]{$P \ $};
    \draw [fill] (5,2.6) circle [radius=0.05] node[below]{$Q$};
    \draw [<->, thick] (2,3.5)--(5.25,.25);
    \draw [fill] (5,0.5) circle [radius=0.05] node[left]{$R \ $};
  \end{tikzpicture}

",1-4HW-Intro.tex,458
2286,161,"Given $\triangle ABP \sim \triangle JKP$ as shown below. $AB=10.0$, $AP=9.0$, $BP=5$, and $AJ=27.0$. Find $JK$.
    \begin{flushright}
    \begin{tikzpicture}[scale=1.4]
        \draw [thick]
          (-0.25,-1)node[below left]{$B$}--
          (0.5,2)node[left]{$K$}--
          (4,0)node[below left]{$J$}--
          (0,0)node[above left]{$P$}--
          (-2,0)node[left]{$A$}--cycle;
      \end{tikzpicture}
      \end{flushright}
      \vspace{0.5cm}

",9-8DN-Similarity-review.tex,458
2302,162,"Given $\triangle ABP \sim \triangle JKP$ as shown below. $AB=10.0$, $AP=9.0$, $BP=5$, and $AJ=27.0$. Find $JK$.
    \begin{flushright}
    \begin{tikzpicture}[scale=1.4]
        \draw [thick]
          (-0.25,-1)node[below left]{$B$}--
          (0.5,2)node[left]{$K$}--
          (4,0)node[below left]{$J$}--
          (0,0)node[above left]{$P$}--
          (-2,0)node[left]{$A$}--cycle;
      \end{tikzpicture}
      \end{flushright}
      \vspace{0.5cm}

",9-8bDN-Similarity-review.tex,458
764,56,"The points $R$, $S$, and $T$ are collinear, with $RS=4x-8$, $ST=21$, and $RT=6x-1$. \\*[0.25cm]
  Find ${RT}$. \vspace{0.5cm}
  \begin{flushright}
    \begin{tikzpicture}
      \draw [-, thick] (0,0)--(6,0);
      \draw [fill] (0,0) circle [radius=0.05] node[below]{$R$};
      \draw [fill] (2.9,0) circle [radius=0.05] node[below]{$S$};
      \draw [fill] (6,0) circle [radius=0.05] node[below]{$T$};
    \end{tikzpicture}
    \end{flushright} \vspace{4cm}

",5-11Exam_Transformations.tex,459
368,31,"Find the area of $\triangle ABC$. The altitude $h$ of the triangle is $11 \frac{1}{3}$ centimeters and the base $AB=24$ cm.\\[0.5cm]
\begin{tikzpicture}[scale=1.25]
  \draw [thick]
    (2,0)node[below]{$A$}--
    (8,0)node[below]{$B$}--
    (6,3)node[above]{$C$} --(2,0);
 \draw [dashed] (6,0)--(6,3);
 \draw (6,0)++(0.3,0)--++(0,0.3)--+(-0.3,0);
 \node at (6,1.2)[left]{$h=11 \frac{1}{3}$};
 \node at (5,0)[below]{$24$ cm};
\end{tikzpicture} \vspace{1.0cm}

",2-8HW_Parameter-solving.tex,459
1375,95,"Given $\triangle ABP \sim \triangle JKP$ as shown below. $AB=10.0$, $AP=28.6$, $BP=16.0$, and $JK=25.0$. Find $JP$.
    \begin{flushright}
    \begin{tikzpicture}[scale=1.4]
        \draw [thick]
          (-0.25,-1)node[below left]{$B$}--
          (0.5,2)node[left]{$K$}--
          (4,0)node[below left]{$J$}--
          (0,0)node[above left]{$P$}--
          (-2,0)node[left]{$A$}--cycle;
      \end{tikzpicture}
      \end{flushright}
      \vspace{2cm}

",6-9HW_pretest-graphing.tex,460
1099,76,"Given $\triangle ABP \sim \triangle JKP$ as shown below. $AB=10.0$, $AP=28.6$, $BP=16.0$, and $JK=25.0$. Find $JP$.
    \begin{flushright}
    \begin{tikzpicture}[scale=1.4]
        \draw [thick]
          (-0.25,-1)node[below left]{$B$}--
          (0.5,2)node[left]{$K$}--
          (4,0)node[below left]{$J$}--
          (0,0)node[above left]{$P$}--
          (-2,0)node[left]{$A$}--cycle;
      \end{tikzpicture}
      \end{flushright}
      \vspace{2cm}

",6-11HW_pretest-angles.tex,460
1607,115,"Given right $\triangle ABC$ with $m\angle C =90^\circ$, $BC=4$, $AC=19$, and $m\angle A=x^\circ$. \hfill (2 stars)
  \begin{flushright}
    \begin{tikzpicture}[scale=0.9]
      \draw [thick](-1,0)--(7,0)--(7,2)--cycle;
      \draw [fill] (-1,0) circle [radius=0.05] node[below]{$A$};
      \draw [fill] (7,0) circle [radius=0.05] node[below]{$C$};
      \draw [fill] (7,2) circle [radius=0.05] node[above right]{$B$};
    \end{tikzpicture}
  \end{flushright}
  
",7-6bCW_Tangent+mixed.tex,462
92,6,"Identify three points in the given plane.\\[0.25in]
  \begin{tikzpicture}[scale=0.8]
    \draw [thick](0,0) node[above right]{$\ m$} --(6,0)--(8,4)--(2,4)--(0,0);
    \draw [<->, thick] (1,1)--(6,3);
    \draw [fill] (3.5,2) circle [radius=0.05] node[below]{$P \ $};
    \draw [fill] (5,2.6) circle [radius=0.05] node[below]{$Q$};
    \draw [<->, thick] (2,3.5)--(5.25,.25);
    \draw [fill] (5,0.5) circle [radius=0.05] node[left]{$R \ $};
  \end{tikzpicture}

",1-4HW-Intro.tex,462
1548,110,"Given right $\triangle ABC$ with $m\angle C =90^\circ$, $BC=6$, $AC=22$, and $m\angle A=x^\circ$. \hfill (2 stars)
  \begin{flushright}
    \begin{tikzpicture}[scale=0.9]
      \draw [thick](-1,0)--(7,0)--(7,2)--cycle;
      \draw [fill] (-1,0) circle [radius=0.05] node[below]{$A$};
      \draw [fill] (7,0) circle [radius=0.05] node[below]{$C$};
      \draw [fill] (7,2) circle [radius=0.05] node[above right]{$B$};
    \end{tikzpicture}
  \end{flushright}
  
",7-5DN_Similarity+tangent.tex,462
547,46,"Construct a line perpendicular to $l$ though $C$.\\
    %\hspace{1cm} Given the line  $l$ and point $P$.
    \vspace{2cm}
    \begin{center}
    \begin{tikzpicture}
      \draw [<->, thick] (0,0)--(11,0) node[below left]{$l$};
      %\draw [fill] (0,0) circle [radius=0.05] node[left]{$A$};
      %\draw [fill] (11,0) circle [radius=0.05] ;
      \draw [fill] (7,2) circle [radius=0.05] node[above right]{$C$};
    \end{tikzpicture}
  \end{center} \vspace{2cm}

",4-10PreExam_Transversals.tex,462
716,53,"Given isosceles $\triangle ABC$ with $\overline{AC} \cong \overline{BC}$, $m\angle A = 12x$, and $m\angle B = 42$. Find $x$. Find $m\angle C$.
\begin{flushright}
\begin{tikzpicture}[scale=0.75]
  \draw [thick](0,0)--(8,0)--(4,3.5)--(0,0);
  \draw [fill] (0,0) circle [radius=0.05] node[below]{$A$};
  \draw [fill] (8,0) circle [radius=0.05] node[below]{$B$};
  \draw [fill] (4,3.5) circle [radius=0.05] node[above right]{$C$};
\end{tikzpicture}
\end{flushright}

",4-9HW_isosceles-triangles.tex,463
833,58,"Perform a dilation centered at $P$ with a scale factor $k=2$. \\
  Make a table of the two triangles' side lengths, showing their ratios.
      \vspace{5cm}
      \begin{center}
      \begin{tikzpicture}[scale=0.7]
        \draw [<->, thick] (0,0) node[below right]{$A$}--
        (9,0) node[below left]{$C$}--
        (7,11) node[right]{$B$}--cycle;
        \draw [fill] (6, 6) circle [radius=0.05] node[right]{$P$};
      \end{tikzpicture}
      \end{center}


",5-1CW_dilation-construction.tex,463
829,58,"Construct a line segment $\overline{AB'}$ that is twice the length of $\overline{AB}$, $AB' = 2 \times AB$. \\ (Do not measure with a ruler. Leave all construction marks.)
    \vspace{1cm}
    \begin{center}
    \begin{tikzpicture}
      \draw [-, thick] (0,0)--(4,0);
      \draw [fill] (0,0) circle [radius=0.05] node[above left]{$A$};
      \draw [fill] (4,0) circle [radius=0.05] node[below left]{$B$};
    \end{tikzpicture}
    \end{center}
    \vspace{3cm}

",5-1CW_dilation-construction.tex,464
1632,116,"What is the smallest non-zero angle of rotation about its center that would map the pentagon onto itself? \vspace{0.25cm} %$ABCDE$
  \begin{center}
      \begin{tikzpicture}[scale=0.7]
        \draw [thick]
        (0:2)--% node[right] {$A$}--
        (72:2)--% node[above right] {$B$}--
        (144:2)--% node[above left] {$C$} --
        (216:2)--% node[left] {$D$}--
        (288:2)--cycle;% node[right] {$E$}--cycle;
      \end{tikzpicture}
    \end{center}

",7-7Exam-Similarity.tex,464
1623,116,"Given $\triangle ABP \sim \triangle JKP$ as shown below. $AB=13.5$, $AP=10.0$, $BP=9$, and $JP=27.0$. Find $JK$.
    \begin{flushright}
    \begin{tikzpicture}[scale=1.4]
        \draw [thick]
          (-0.25,-1)node[below left]{$B$}--
          (0.5,2)node[left]{$K$}--
          (4,0)node[below left]{$J$}--
          (0,0)node[above left]{$P$}--
          (-2,0)node[left]{$A$}--cycle;
      \end{tikzpicture}
      \end{flushright}
      \vspace{0.5cm}
      
",7-7Exam-Similarity.tex,465
245,13,"Given $\triangle JKL$ with $\overline{JK} \cong \overline{JL}$. On the diagram mark the congruent line segments with tick marks.
  \begin{center}
  \begin{tikzpicture}[scale=0.5]
    \draw [thick](0,0)--(9,0)--(4,8)--(0,0);
    \draw [fill] (0,0) circle [radius=0.05] node[below]{$J$};
    \draw [fill] (9,0) circle [radius=0.05] node[below]{$K$};
    \draw [fill] (4,8) circle [radius=0.05] node[above right]{$L$};
  \end{tikzpicture}
  \end{center}
  \vspace{1cm}

",1-7Exam-corrections.tex,467
1904,133,"Given $m\angle R=45$ and $m\angle UST=110$. Find $m\angle U$.\\[1cm]
  \begin{tikzpicture}
    %\draw [->, thick] (0,0)--(5,5);
    \draw [<-, thick] (8,0)--(0,0)--(3,3)--(4.5,0);
    \draw [fill] (0,0) circle [radius=0.05] node[below]{$R$};
    \draw [fill] (4.5,0) circle [radius=0.05] node[below]{$S$};
    \draw [fill] (3,3) circle [radius=0.05] node[right]{$U$};
    \draw [fill] (7,0) circle [radius=0.05] node[below]{$T$};
  \end{tikzpicture}
  %\vspace{2cm}

",8-3CW_Circle-terminology.tex,467
223,12,"Given $\triangle ABC$ with $\overline{AB} \cong \overline{AC}$. On the diagram mark the congruent line segments with tick marks.
  \begin{center}
  \begin{tikzpicture}[scale=0.5]
    \draw [thick](0,0)--(9,0)--(4,8)--(0,0);
    \draw [fill] (0,0) circle [radius=0.05] node[below]{$A$};
    \draw [fill] (9,0) circle [radius=0.05] node[below]{$B$};
    \draw [fill] (4,8) circle [radius=0.05] node[above right]{$C$};
  \end{tikzpicture}
  \end{center}
  \vspace{1cm}

",1-7Exam-Intro.tex,467
1587,113,"Given right $\triangle ABC$ with $\overline{AC} \perp \overline{BC}$, $BC=11.2$, $m\angle B=63^\circ$. Let $x=AC$. Find $x$.
  \begin{flushright}
    \begin{tikzpicture}[scale=0.6]
      \draw [thick](-1,0)--(6,0)--(6,5)--cycle;
      \draw [fill] (-1,0) circle [radius=0.05] node[below]{$A$};
      \draw [fill] (6,0) circle [radius=0.05] node[below]{$C$};
      \draw [fill] (6,5) circle [radius=0.05] node[above right]{$B$};
    \end{tikzpicture}
  \end{flushright}

",7-6DN_Symmetry.tex,470
1341,91,"Right $\triangle DEF$ has a base of length 4 and height $h$. The measure of the vertex $\angle D = 51^\circ$. Find the height, $h=?$.
    \begin{flushright}
    \begin{tikzpicture}[scale=0.5]
        \node at (1.6,0)[above]{$51^\circ$};
        \node at (8,5)[right]{$x$};
        \node at (4,0)[below]{4};
        \draw [thick] (0, 0)--(8, 0)--(8, 10)--cycle;
        \draw [dashed] (8,0)++(-0.4,0)-- ++(0,0.4)-- +(0.4,0);
      \end{tikzpicture}
    \end{flushright}

",6-8DN_Euclids-orchard.tex,470
664,48,"The area of the parallelogram shown below is 49.5 sq. cm. (not drawn to scale). Its longer sides are 9 cm long. Find the length of a perpendicular between the two longer sides, $h$.
\begin{flushright}
\begin{tikzpicture}[scale=1.2, rotate=-70]
  \draw [-, thick] (0,0)--(5,0)--(6,3)--(1,3)--cycle;
  \draw [-, dashed] (3,0)--(3,3);
  \draw (3,0)++(-0.3,0)--++(0,0.3)--+(0.3,0);
  \node at (2.3, 1.5){$h=?$};
  \node at (2.5, -0.5){9};
\end{tikzpicture}
\end{flushright}

",4-4DN_Area+volume.tex,471
168,7,"Given $\triangle ABC$ write down two congruent line segments using proper notation.\\
  \begin{tikzpicture}[scale=0.5]
    \draw [thick](0,0)--(4,0)--(2,6)--(0,0);
    \draw [fill] (0,0) circle [radius=0.05] node[below]{$A$};
    \draw [fill] (4,0) circle [radius=0.05] node[below]{$B$};
    \draw [fill] (2,6) circle [radius=0.05] node[above right]{$C$};
    \draw [thick] (0.8,3)--(1.2,3); %tick mark
    \draw [thick] (2.8,3)--(3.2,3); %tick mark
  \end{tikzpicture}

",1-4HW_Segment-addition.tex,471
64,6,"Given $\triangle ABC$ write down two congruent line segments using proper notation.\\
  \begin{tikzpicture}[scale=0.5]
    \draw [thick](0,0)--(4,0)--(2,6)--(0,0);
    \draw [fill] (0,0) circle [radius=0.05] node[below]{$A$};
    \draw [fill] (4,0) circle [radius=0.05] node[below]{$B$};
    \draw [fill] (2,6) circle [radius=0.05] node[above right]{$C$};
    \draw [thick] (0.8,3)--(1.2,3); %tick mark
    \draw [thick] (2.8,3)--(3.2,3); %tick mark
  \end{tikzpicture}

",1-4HW-Intro.tex,471
2182,152,"On the graph below, draw $\overline{AB}$, with $A(-2,1)$ and $B(6,3)$, labeling the end points. Determine and state the coordinates of the midpoint $M$ of $\overline{AB}$ and mark and label it on the graph.\\
      \begin{tikzpicture}[scale=.635]
        \draw [help lines] (-3,-2) grid (8,6);
        \draw [thick, ->] (-3.2,0) -- (8.4,0) node [below right] {$x$};
        \draw [thick, ->] (0,-2.2)--(0,6.4) node [left] {$y$};
      \end{tikzpicture}
      \vspace{2cm}

",9-3HW_Transformations.tex,473
292,20,"Given the ray $\overrightarrow{AM}$. Mark the point $B$ on $\overrightarrow{AM}$ such that $M$ is the midpoint of $\overline{AB}$,  that is, $\overline{AM} \cong \overline{BM}$.\\[0.75cm]
  \begin{tikzpicture}
    \draw [->, thick] (0,0)--(11.8,0);
    \draw [fill] (0,0) circle [radius=0.05] node[below]{$A$};
    %\draw [fill] (11.8,0) circle [radius=0.05] node[below]{$B$};
    \draw [fill] (4,0) circle [radius=0.05] node[below]{$M$};
  \end{tikzpicture}
\vspace{1cm}

",2-4DN_Triangle-area.tex,473
